source,target,weight
P160,C484,{'weight': 7}
P160,C14818,{'weight': 18}
P160,C63584,{'weight': 15}
P160,C137006,{'weight': 2}
P160,C147030,{'weight': 9}
P160,C159021,{'weight': 7}
P160,C205067,{'weight': 35}
P160,C353381,{'weight': 105}
P160,C664459,{'weight': 2}
P160,C765950,{'weight': 2}
P160,C781146,{'weight': 44}
P160,C783022,{'weight': 19}
P160,C796473,{'weight': 9}
P160,C811841,{'weight': 3}
P160,C862154,{'weight': 2}
P160,C863366,{'weight': 2}
P160,C870081,{'weight': 5}
P160,C883351,{'weight': 11}
P160,C894051,{'weight': 10}
P160,C898798,{'weight': 10}
P160,C903018,{'weight': 16}
P160,C906050,{'weight': 3}
P160,C906473,{'weight': 9}
P160,C908374,{'weight': 6}
P160,C908569,{'weight': 3}
P160,C910492,{'weight': 7}
P160,C911337,{'weight': 37}
P160,C911520,{'weight': 7}
P160,C915036,{'weight': 8}
P160,C915190,{'weight': 3}
P160,C915383,{'weight': 2}
P160,C915491,{'weight': 2}
P160,C915719,{'weight': 5}
P160,C916101,{'weight': 6}
P160,C917977,{'weight': 23}
P160,C919546,{'weight': 5}
P160,C919901,{'weight': 8}
P160,C921248,{'weight': 8}
P160,C921545,{'weight': 13}
P160,C921731,{'weight': 7}
P160,C922307,{'weight': 3}
P160,C923300,{'weight': 3}
C484,P411745,{'weight': 2}
C484,P599476,{'weight': 4}
C484,P911227,{'weight': 2}
C14818,P3320,{'weight': 5}
C14818,P147030,{'weight': 6}
C14818,P425992,{'weight': 6}
C14818,P779051,{'weight': 2}
C14818,P854537,{'weight': 6}
C14818,P1835073,{'weight': 3}
C63584,P147030,{'weight': 2}
C63584,P250566,{'weight': 2}
C63584,P506327,{'weight': 11}
C63584,P863566,{'weight': 2}
C63584,P1005840,{'weight': 5}
C63584,P1835073,{'weight': 2}
C137006,P147030,{'weight': 3}
C137006,P534826,{'weight': 4}
C137006,P1005840,{'weight': 4}
C147030,P3320,{'weight': 5}
C147030,P6971,{'weight': 3}
C147030,P29729,{'weight': 8}
C147030,P42615,{'weight': 2}
C147030,P173306,{'weight': 3}
C147030,P405954,{'weight': 5}
C147030,P615980,{'weight': 4}
C147030,P664459,{'weight': 2}
C147030,P677256,{'weight': 6}
C147030,P790453,{'weight': 7}
C147030,P1082970,{'weight': 2}
C147030,P1598908,{'weight': 4}
C159021,P3098,{'weight': 2}
C159021,P29729,{'weight': 3}
C159021,P97992,{'weight': 9}
C159021,P147030,{'weight': 5}
C159021,P599476,{'weight': 2}
C159021,P677256,{'weight': 4}
C159021,P910492,{'weight': 4}
C159021,P1598908,{'weight': 2}
C205067,P147030,{'weight': 2}
C205067,P323851,{'weight': 6}
C205067,P664459,{'weight': 2}
C205067,P773414,{'weight': 5}
C205067,P894051,{'weight': 7}
C205067,P1005840,{'weight': 6}
C353381,P477,{'weight': 4}
C353381,P484,{'weight': 8}
C353381,P3098,{'weight': 4}
C353381,P3320,{'weight': 2}
C353381,P3785,{'weight': 2}
C353381,P8882,{'weight': 2}
C353381,P15745,{'weight': 2}
C353381,P18701,{'weight': 2}
C353381,P22624,{'weight': 12}
C353381,P29729,{'weight': 13}
C353381,P42615,{'weight': 2}
C353381,P53860,{'weight': 2}
C353381,P59233,{'weight': 4}
C353381,P68954,{'weight': 6}
C353381,P147030,{'weight': 54}
C353381,P165078,{'weight': 10}
C353381,P173306,{'weight': 2}
C353381,P180811,{'weight': 38}
C353381,P186163,{'weight': 9}
C353381,P275891,{'weight': 2}
C353381,P346436,{'weight': 8}
C353381,P350459,{'weight': 5}
C353381,P367038,{'weight': 2}
C353381,P384930,{'weight': 2}
C353381,P385982,{'weight': 2}
C353381,P404218,{'weight': 2}
C353381,P405954,{'weight': 6}
C353381,P419371,{'weight': 6}
C353381,P438488,{'weight': 2}
C353381,P450053,{'weight': 2}
C353381,P464262,{'weight': 8}
C353381,P472970,{'weight': 2}
C353381,P476404,{'weight': 2}
C353381,P477643,{'weight': 11}
C353381,P490794,{'weight': 2}
C353381,P527710,{'weight': 2}
C353381,P534826,{'weight': 12}
C353381,P599476,{'weight': 3}
C353381,P662980,{'weight': 2}
C353381,P664459,{'weight': 2}
C353381,P677256,{'weight': 11}
C353381,P678997,{'weight': 4}
C353381,P726060,{'weight': 2}
C353381,P741671,{'weight': 12}
C353381,P743099,{'weight': 11}
C353381,P743476,{'weight': 3}
C353381,P758614,{'weight': 2}
C353381,P769610,{'weight': 2}
C353381,P790453,{'weight': 10}
C353381,P828927,{'weight': 3}
C353381,P863366,{'weight': 3}
C353381,P863566,{'weight': 4}
C353381,P869384,{'weight': 2}
C353381,P894051,{'weight': 22}
C353381,P906473,{'weight': 9}
C353381,P910492,{'weight': 24}
C353381,P911227,{'weight': 4}
C353381,P930048,{'weight': 5}
C353381,P999066,{'weight': 7}
C353381,P1002688,{'weight': 3}
C353381,P1005840,{'weight': 9}
C353381,P1006407,{'weight': 10}
C353381,P1032700,{'weight': 2}
C353381,P1082970,{'weight': 4}
C353381,P1355780,{'weight': 2}
C353381,P1442162,{'weight': 5}
C353381,P1530852,{'weight': 8}
C353381,P1546239,{'weight': 2}
C353381,P1722768,{'weight': 2}
C353381,P1790012,{'weight': 22}
C353381,P1853409,{'weight': 26}
C353381,P2028662,{'weight': 2}
C353381,P2164172,{'weight': 3}
C353381,P2352919,{'weight': 2}
C353381,P3236772,{'weight': 2}
C664459,P3320,{'weight': 3}
C664459,P29729,{'weight': 4}
C664459,P384930,{'weight': 3}
C664459,P677256,{'weight': 3}
C664459,P743476,{'weight': 4}
C664459,P894051,{'weight': 4}
C664459,P1082970,{'weight': 3}
C781146,P29729,{'weight': 3}
C781146,P147030,{'weight': 10}
C781146,P186163,{'weight': 2}
C781146,P385982,{'weight': 2}
C781146,P405954,{'weight': 2}
C781146,P664459,{'weight': 4}
C781146,P1005840,{'weight': 3}
C783022,P3098,{'weight': 3}
C783022,P29729,{'weight': 3}
C783022,P97992,{'weight': 3}
C783022,P147030,{'weight': 3}
C783022,P464262,{'weight': 2}
C783022,P506327,{'weight': 2}
C783022,P615980,{'weight': 2}
C783022,P677256,{'weight': 4}
C783022,P790453,{'weight': 3}
C783022,P811841,{'weight': 14}
C783022,P910492,{'weight': 2}
C783022,P1006407,{'weight': 2}
C783022,P1598908,{'weight': 2}
C811841,P29729,{'weight': 6}
C811841,P173306,{'weight': 6}
C811841,P346436,{'weight': 4}
C811841,P405954,{'weight': 2}
C811841,P664459,{'weight': 3}
C811841,P677256,{'weight': 3}
C811841,P699883,{'weight': 2}
C811841,P790453,{'weight': 7}
C811841,P1005840,{'weight': 2}
C811841,P1079214,{'weight': 2}
C862154,P534826,{'weight': 2}
C883351,P29729,{'weight': 3}
C883351,P137006,{'weight': 2}
C883351,P147030,{'weight': 10}
C883351,P186163,{'weight': 2}
C883351,P216168,{'weight': 3}
C883351,P323851,{'weight': 4}
C883351,P384930,{'weight': 3}
C883351,P506327,{'weight': 8}
C883351,P599476,{'weight': 2}
C883351,P664459,{'weight': 11}
C883351,P677256,{'weight': 4}
C883351,P743476,{'weight': 3}
C883351,P894051,{'weight': 3}
C883351,P898798,{'weight': 2}
C883351,P1002688,{'weight': 2}
C883351,P1005840,{'weight': 4}
C883351,P1161364,{'weight': 4}
C883351,P1598908,{'weight': 2}
C883351,P1835073,{'weight': 9}
C883351,P2626695,{'weight': 2}
C894051,P147030,{'weight': 6}
C894051,P205067,{'weight': 2}
C894051,P350459,{'weight': 2}
C894051,P1005840,{'weight': 2}
C898798,P3320,{'weight': 2}
C898798,P29729,{'weight': 8}
C898798,P130384,{'weight': 4}
C898798,P147030,{'weight': 4}
C898798,P173306,{'weight': 2}
C898798,P425992,{'weight': 2}
C898798,P664459,{'weight': 2}
C898798,P677256,{'weight': 5}
C898798,P702174,{'weight': 3}
C898798,P790453,{'weight': 9}
C898798,P854537,{'weight': 2}
C898798,P894051,{'weight': 15}
C898798,P1005840,{'weight': 3}
C898798,P1006407,{'weight': 2}
C898798,P1082970,{'weight': 3}
C898798,P1530852,{'weight': 2}
C903018,P3320,{'weight': 2}
C903018,P29729,{'weight': 3}
C903018,P147030,{'weight': 3}
C903018,P270500,{'weight': 2}
C903018,P506327,{'weight': 2}
C903018,P530659,{'weight': 2}
C903018,P677256,{'weight': 2}
C903018,P854537,{'weight': 2}
C903018,P908946,{'weight': 2}
C903018,P910492,{'weight': 5}
C906050,P147030,{'weight': 4}
C906050,P894051,{'weight': 3}
C906473,P147030,{'weight': 8}
C906473,P1005840,{'weight': 2}
C908374,P147030,{'weight': 2}
C908374,P1835073,{'weight': 2}
C908569,P477,{'weight': 2}
C908569,P29729,{'weight': 6}
C908569,P42615,{'weight': 2}
C908569,P140664,{'weight': 3}
C908569,P147030,{'weight': 6}
C908569,P213733,{'weight': 2}
C908569,P346436,{'weight': 4}
C908569,P367038,{'weight': 2}
C908569,P384930,{'weight': 3}
C908569,P411745,{'weight': 2}
C908569,P599593,{'weight': 2}
C908569,P615980,{'weight': 7}
C908569,P664459,{'weight': 2}
C908569,P677256,{'weight': 7}
C908569,P894051,{'weight': 4}
C908569,P910492,{'weight': 2}
C908569,P1082970,{'weight': 2}
C908569,P2413764,{'weight': 2}
C910492,P3320,{'weight': 4}
C910492,P29729,{'weight': 5}
C910492,P66366,{'weight': 2}
C910492,P97992,{'weight': 2}
C910492,P147030,{'weight': 5}
C910492,P173306,{'weight': 2}
C910492,P213733,{'weight': 4}
C910492,P346436,{'weight': 5}
C910492,P405954,{'weight': 2}
C910492,P477643,{'weight': 8}
C910492,P506327,{'weight': 4}
C910492,P615980,{'weight': 5}
C910492,P677256,{'weight': 6}
C910492,P743476,{'weight': 2}
C910492,P836114,{'weight': 2}
C910492,P854537,{'weight': 2}
C910492,P894051,{'weight': 2}
C910492,P1005840,{'weight': 3}
C910492,P1142264,{'weight': 2}
C910492,P1234247,{'weight': 2}
C910492,P1598908,{'weight': 4}
C910492,P1835073,{'weight': 2}
C910492,P2437951,{'weight': 5}
C911337,P351,{'weight': 2}
C911337,P29729,{'weight': 2}
C911337,P97992,{'weight': 2}
C911337,P147030,{'weight': 17}
C911337,P346436,{'weight': 6}
C911337,P384930,{'weight': 6}
C911337,P405954,{'weight': 2}
C911337,P506327,{'weight': 3}
C911337,P615980,{'weight': 2}
C911337,P703773,{'weight': 2}
C911337,P708087,{'weight': 3}
C911337,P790453,{'weight': 5}
C911337,P1002688,{'weight': 3}
C911337,P1005840,{'weight': 3}
C911337,P1835073,{'weight': 7}
C911337,P3270248,{'weight': 2}
C911520,P599476,{'weight': 2}
C911520,P894051,{'weight': 6}
C915036,P147030,{'weight': 3}
C915190,P147030,{'weight': 2}
C915190,P205067,{'weight': 3}
C915383,P921683,{'weight': 2}
C915491,P147030,{'weight': 3}
C915491,P384930,{'weight': 2}
C915491,P405954,{'weight': 2}
C915491,P534826,{'weight': 2}
C915491,P790453,{'weight': 2}
C916101,P599476,{'weight': 2}
C916101,P811841,{'weight': 2}
C916101,P910492,{'weight': 2}
C917977,P147030,{'weight': 6}
C917977,P599476,{'weight': 10}
C917977,P910492,{'weight': 3}
C917977,P911227,{'weight': 6}
C917977,P1005840,{'weight': 2}
C919546,P677256,{'weight': 2}
C919901,P147030,{'weight': 3}
C919901,P506327,{'weight': 7}
C919901,P1005840,{'weight': 3}
C921248,P894051,{'weight': 2}
C921545,P3320,{'weight': 2}
C921545,P29729,{'weight': 3}
C921545,P147030,{'weight': 6}
C921545,P346436,{'weight': 2}
C921545,P677256,{'weight': 4}
C921545,P854537,{'weight': 2}
C921545,P915251,{'weight': 5}
C921545,P1598908,{'weight': 2}
C921545,P1835073,{'weight': 3}
C921731,P3098,{'weight': 2}
C921731,P3320,{'weight': 2}
C921731,P29729,{'weight': 5}
C921731,P147030,{'weight': 4}
C921731,P173306,{'weight': 3}
C921731,P346436,{'weight': 2}
C921731,P677256,{'weight': 3}
C921731,P898798,{'weight': 2}
C921731,P1598908,{'weight': 2}
C921731,P1835073,{'weight': 2}
C922307,P3320,{'weight': 2}
C922307,P29729,{'weight': 3}
C923300,P894051,{'weight': 2}
P3320,C921568,{'weight': 2}
C921568,P29729,{'weight': 2}
C921568,P84719,{'weight': 2}
C921568,P464262,{'weight': 3}
P6432,C870889,{'weight': 4}
P6432,C923147,{'weight': 2}
C923147,P147030,{'weight': 2}
C923147,P367038,{'weight': 2}
C923147,P702174,{'weight': 2}
C923147,P778825,{'weight': 5}
C923147,P1369015,{'weight': 4}
C923147,P1625055,{'weight': 2}
P19073,C915251,{'weight': 2}
C915251,P97992,{'weight': 2}
C915251,P140664,{'weight': 3}
C915251,P147030,{'weight': 9}
C915251,P179277,{'weight': 2}
C915251,P490794,{'weight': 2}
C915251,P534826,{'weight': 3}
C915251,P615980,{'weight': 2}
C915251,P677256,{'weight': 4}
C915251,P894051,{'weight': 2}
C915251,P910492,{'weight': 2}
C915251,P921545,{'weight': 16}
C915251,P1005840,{'weight': 2}
P84719,C921393,{'weight': 3}
P97992,C735917,{'weight': 2}
C735917,P140664,{'weight': 3}
C735917,P147030,{'weight': 3}
C735917,P384930,{'weight': 2}
P137006,C890918,{'weight': 2}
C890918,P147030,{'weight': 4}
C890918,P534826,{'weight': 2}
C890918,P599476,{'weight': 4}
C890918,P743476,{'weight': 2}
C890918,P854537,{'weight': 2}
C890918,P921545,{'weight': 2}
P140664,C911413,{'weight': 2}
C911413,P147030,{'weight': 4}
C911413,P346436,{'weight': 3}
C911413,P405954,{'weight': 5}
C911413,P409010,{'weight': 6}
C911413,P664459,{'weight': 4}
C911413,P677256,{'weight': 4}
C911413,P1082970,{'weight': 2}
C911413,P2093755,{'weight': 4}
P147030,C885578,{'weight': 4}
P147030,C885622,{'weight': 3}
P147030,C904797,{'weight': 3}
P147030,C909491,{'weight': 3}
P147030,C911227,{'weight': 8}
P147030,C912217,{'weight': 2}
P147030,C919399,{'weight': 5}
P147030,C921504,{'weight': 9}
P147030,C921513,{'weight': 3}
P147030,C925697,{'weight': 2}
C885622,P910492,{'weight': 4}
C904797,P440756,{'weight': 2}
C909491,P506327,{'weight': 3}
C909491,P894051,{'weight': 2}
C909491,P1002688,{'weight': 2}
C911227,P173306,{'weight': 2}
C911227,P743476,{'weight': 2}
C911227,P747360,{'weight': 2}
C911227,P1002688,{'weight': 2}
C911227,P1005840,{'weight': 3}
C911227,P2413764,{'weight': 2}
C911227,P2835215,{'weight': 6}
C912217,P664459,{'weight': 3}
C912217,P703773,{'weight': 3}
C919399,P725272,{'weight': 2}
C919399,P741671,{'weight': 3}
C919399,P894051,{'weight': 3}
C919399,P923113,{'weight': 3}
C919399,P960916,{'weight': 2}
C921504,P724142,{'weight': 2}
C921504,P1082970,{'weight': 2}
P166761,C910816,{'weight': 3}
C910816,P173306,{'weight': 2}
C910816,P180811,{'weight': 2}
C910816,P419371,{'weight': 4}
C910816,P664459,{'weight': 2}
C910816,P789609,{'weight': 6}
C910816,P858865,{'weight': 2}
C910816,P1304002,{'weight': 2}
C910816,P1530852,{'weight': 3}
P369892,C927540,{'weight': 2}
P384930,C915523,{'weight': 2}
C915523,P664459,{'weight': 7}
P894051,C894472,{'weight': 2}
P1567800,C918461,{'weight': 2}
